,Date,Open,High,Low,Close,Adj Close,Volume
42,2015-07-24,53.476002,54.217999,52.784,53.082001,53.082001,14182500
43,2015-07-27,52.486,52.886002000000005,50.158001,50.602001,50.602001,23471000
44,2015-07-28,51.150002,53.080002,50.368,52.964001,52.964001,19479000
45,2015-07-29,52.854,53.577999,52.400002,52.764,52.764,13950500
46,2015-07-30,52.537997999999995,53.388,52.422001,53.358002,53.358002,10173000
47,2015-07-31,53.52,53.872002,53.023998,53.23,53.23,11113000
48,2015-08-03,53.257999,53.341999,51.414001,51.998001,51.998001,12767500
49,2015-08-04,52.001999,53.344002,51.667999,53.256001,53.256001,11762500
50,2015-08-05,52.716,54.200001,52.080002,54.026001,54.026001,31071500
51,2015-08-06,49.908001,51.0,47.223999,49.226002,49.226002,73119000
52,2015-08-07,48.716,48.745998,47.678001,48.501999,48.501999,25367000
53,2015-08-10,47.630001,48.594002,47.209998999999996,48.228001,48.228001,20929500
54,2015-08-11,47.43,47.860001000000004,46.888,47.473999,47.473999,21324500
55,2015-08-12,47.0,47.953998999999996,46.548,47.633998999999996,47.633998999999996,18640000
56,2015-08-13,47.972,49.296001000000004,47.824001,48.501999,48.501999,23446000
57,2015-08-14,49.448002,49.585999,48.354,48.630001,48.630001,21824000
58,2015-08-17,51.112,51.318001,50.102001,50.998001,50.998001,35883500
59,2015-08-18,51.076,52.189999,50.712002000000005,52.144001,52.144001,20975000
60,2015-08-19,52.066002000000005,52.130001,51.004002,51.049999,51.049999,18021500
61,2015-08-20,50.411999,50.911999,48.380001,48.436001,48.436001,24529000
62,2015-08-21,47.200001,48.759997999999996,46.102001,46.153999,46.153999,32951000
63,2015-08-24,40.557999,46.279999,39.0,43.773998,43.773998,47908000
64,2015-08-25,46.104,46.18,43.824001,44.006001,44.006001,21636500
65,2015-08-26,45.585999,45.599998,43.102001,44.967999,44.967999,24815000
66,2015-08-27,46.200001,48.950001,46.161999,48.598,48.598,38280000
67,2015-08-28,48.372002,50.290001000000004,48.313999,49.695999,49.695999,27568500
68,2015-08-31,49.124001,50.990002000000004,49.102001,49.812,49.812,23501000
69,2015-09-01,48.068001,49.200001,47.394001,47.726002,47.726002,27274000
70,2015-09-02,49.060001,49.576,47.956001,49.537997999999995,49.537997999999995,23146000
71,2015-09-03,50.411999,50.416,49.0,49.113997999999995,49.113997999999995,20974000
72,2015-09-04,48.178001,48.818001,47.639998999999996,48.386002000000005,48.386002000000005,18446000
73,2015-09-08,49.009997999999996,49.832001,48.810001,49.633998999999996,49.633998999999996,15691000
74,2015-09-09,50.41,50.849998,49.66,49.782001,49.782001,16954000
75,2015-09-10,49.445999,50.144001,49.066002000000005,49.695999,49.695999,13545000
76,2015-09-11,49.528,50.048,48.945999,50.048,50.048,11754000
77,2015-09-14,50.220001,50.849998,49.933997999999995,50.638,50.638,14454500
78,2015-09-15,50.549999,50.919998,49.900002,50.714001,50.714001,14667500
79,2015-09-16,50.608002,52.576,50.576,52.450001,52.450001,22085500
80,2015-09-17,52.792,53.099998,52.138,52.414001,52.414001,17929000
81,2015-09-18,51.591999,52.764,51.5,52.124001,52.124001,18815500
82,2015-09-21,52.796001000000004,54.313999,51.16,52.84,52.84,30601000
83,2015-09-22,51.806,52.529999,51.174,52.188,52.188,18322000
84,2015-09-23,52.389998999999996,52.416,51.515999,52.212002000000005,52.212002000000005,13004000
85,2015-09-24,51.905998,52.689999,51.242001,52.624001,52.624001,17241000
86,2015-09-25,53.321999,53.382,51.23,51.382,51.382,18867000
87,2015-09-28,51.470001,51.958,49.321999,49.686001,49.686001,24505500
88,2015-09-29,50.091999,50.945999,49.091999,49.330002,49.330002,18516000
89,2015-09-30,50.400002,50.48,48.467999,49.68,49.68,24648000
90,2015-10-01,49.501999,49.700001,47.425999,47.976002,47.976002,22865000
91,2015-10-02,47.119999,49.540001000000004,46.986,49.514,49.514,22120000
92,2015-10-05,49.768002,49.967999,48.826,49.23,49.23,18449500
93,2015-10-06,48.0,48.605999,47.116001000000004,48.292,48.292,26126000
94,2015-10-07,47.326,47.540001000000004,45.824001,46.391998,46.391998,34070000
95,2015-10-08,46.015999,46.144001,44.262001,45.344002,45.344002,30666000
96,2015-10-09,44.186001,44.874001,43.672001,44.138,44.138,30792000
97,2015-10-12,44.598,44.599998,43.054001,43.116001000000004,43.116001000000004,19181500
98,2015-10-13,42.655998,44.504002,42.226002,43.849998,43.849998,25857500
99,2015-10-14,44.133998999999996,44.189999,43.085999,43.375999,43.375999,15522000
100,2015-10-15,43.285999,44.346001,42.740002000000004,44.262001,44.262001,14221000
101,2015-10-16,44.608002,46.096001,44.574001,45.402,45.402,21672500
102,2015-10-19,45.299999,46.23,44.987999,45.619999,45.619999,12539500
103,2015-10-20,45.543999,45.720001,40.400002,42.605999,42.605999,74500000
104,2015-10-21,42.397999,42.962002000000005,41.759997999999996,42.018002,42.018002,20757500
105,2015-10-22,42.312,43.150002,41.880001,42.344002,42.344002,14126000
106,2015-10-23,43.0,43.07,41.537997999999995,41.818001,41.818001,21177500
107,2015-10-26,42.276001,43.175999,42.0,43.051998,43.051998,16957000
108,2015-10-27,42.967999,43.419998,41.501999,42.07,42.07,17597000
109,2015-10-28,42.262001,42.689999,41.66,42.591999,42.591999,13643000
110,2015-10-29,42.349998,42.75,42.127998,42.326,42.326,9025000
111,2015-10-30,42.080002,42.326,40.778,41.386002000000005,41.386002000000005,22194500
112,2015-11-02,41.784,43.16,41.444,42.757999,42.757999,19639500
113,2015-11-03,42.77,42.888,41.549999,41.669998,41.669998,41662500
114,2015-11-04,45.400002,46.548,45.040001000000004,46.326,46.326,63632000
115,2015-11-05,46.116001000000004,46.916,45.838001,46.354,46.354,22484000
116,2015-11-06,46.139998999999996,46.672001,45.900002,46.472,46.472,12226500
117,2015-11-09,46.598,46.598,44.862,45.066002000000005,45.066002000000005,19254500
118,2015-11-10,44.695999,44.740002000000004,43.216,43.299999,43.299999,23085000
119,2015-11-11,43.554001,43.896,42.726002,43.816002000000005,43.816002000000005,16739000
120,2015-11-12,43.57,43.799999,42.532001,42.588001,42.588001,14579500
121,2015-11-13,42.59,42.598,41.304001,41.438,41.438,17151500
122,2015-11-16,41.217999,42.995998,41.16,42.862,42.862,14627000
123,2015-11-17,43.040001000000004,43.200001,42.279999,42.799999,42.799999,10743500
124,2015-11-18,42.900002,44.276001,42.504002,44.214001,44.214001,14059500
125,2015-11-19,44.108002,45.237999,44.060001,44.360001000000004,44.360001000000004,12522000
126,2015-11-20,44.698002,45.0,42.716,44.001999,44.001999,22003500
127,2015-11-23,43.470001,43.835999,42.936001,43.549999,43.549999,12631000
128,2015-11-24,43.074001,44.200001,43.0,43.650002,43.650002,12401500
129,2015-11-25,44.268002,46.166,44.076,45.928001,45.928001,19954000
130,2015-11-27,46.212002000000005,46.450001,45.402,46.321999,46.321999,9747000
131,2015-11-30,46.358002,46.855999,45.816002000000005,46.051998,46.051998,13299000
132,2015-12-01,46.212002000000005,47.599998,46.209998999999996,47.438,47.438,18670000
133,2015-12-02,47.400002,47.720001,46.245998,46.397999,46.397999,14907500
134,2015-12-03,47.096001,47.490002000000004,46.0,46.542,46.542,14698000
135,2015-12-04,46.492001,46.653999,45.532001,46.076,46.076,12868000
136,2015-12-07,45.540001000000004,47.125999,45.23,46.226002,46.226002,15721000
137,2015-12-08,45.504002,45.759997999999996,44.84,45.344002,45.344002,13438000
138,2015-12-09,45.34,45.5,44.144001,44.903999,44.903999,15289000
139,2015-12-10,44.942001,45.698002,44.728001,45.414001,45.414001,10358500
140,2015-12-11,45.048,45.150002,43.327999,43.403999,43.403999,16343500
141,2015-12-14,43.501999,44.183997999999995,42.973999,43.716,43.716,14135500
142,2015-12-15,44.363997999999995,44.444,43.599998,44.217999,44.217999,11222000
143,2015-12-16,44.419998,46.976002,44.146,46.902,46.902,25521500
144,2015-12-17,46.787997999999995,47.551998,45.962002000000005,46.678001,46.678001,16493000
145,2015-12-18,46.577999,47.18,45.858002,46.091999,46.091999,15071000
146,2015-12-21,46.338001,47.166,46.216,46.512001,46.512001,9766000
147,2015-12-22,46.998001,47.310001,45.925999,45.990002000000004,45.990002000000004,9807500
148,2015-12-23,46.436001,46.689999,45.625999,45.939999,45.939999,7775000
149,2015-12-24,46.112,46.375999,45.655998,46.113997999999995,46.113997999999995,3540000
150,2015-12-28,46.298,46.396,45.108002,45.790001000000004,45.790001000000004,9506500
151,2015-12-29,46.012001,47.543999,45.91,47.438,47.438,12031500
152,2015-12-30,47.32,48.726002,47.133998999999996,47.618,47.618,18489500
153,2015-12-31,47.702,48.689999,47.674,48.001999,48.001999,13575000
154,2016-01-04,46.144001,46.276001,43.799999,44.681999,44.681999,34135500
155,2016-01-05,45.271999,45.377998,44.0,44.686001,44.686001,15934000
156,2016-01-06,44.0,44.009997999999996,43.195999,43.807999,43.807999,18895500
157,2016-01-07,42.838001,43.688,42.734001,43.130001,43.130001,17771500
158,2016-01-08,43.571999,44.088001,42.153999,42.200001,42.200001,18140500
159,2016-01-11,42.801998,42.889998999999996,40.599998,41.57,41.57,20457000
160,2016-01-12,42.32,42.748001,41.062,41.993999,41.993999,15459500
161,2016-01-13,42.402,42.529999,40.0,40.062,40.062,20632000
162,2016-01-14,40.442001,42.0,38.675999,41.236,41.236,32453500
163,2016-01-15,39.793999,41.014,39.450001,40.998001,40.998001,27893000
164,2016-01-19,41.742001,42.094002,40.155998,40.944,40.944,20193500
165,2016-01-20,39.880001,40.256001,38.25,39.740002000000004,39.740002000000004,29193000
166,2016-01-21,40.310001,40.646,39.004002,39.993999,39.993999,15831000
167,2016-01-22,40.959998999999996,41.099998,39.806,40.509997999999996,40.509997999999996,15620500
168,2016-01-25,40.012001,40.714001,39.175999,39.276001,39.276001,13493500
169,2016-01-26,39.34,39.563999,37.776001,38.712002000000005,38.712002000000005,24821000
170,2016-01-27,38.476002,38.652,37.153999,37.613997999999995,37.613997999999995,18086000
171,2016-01-28,38.158001,38.256001,36.481998,37.939999,37.939999,22964000
172,2016-01-29,37.990002000000004,38.748001,37.616001000000004,38.240002000000004,38.240002000000004,14261500
173,2016-02-01,37.751999,39.903999,36.549999,39.388,39.388,26488000
174,2016-02-02,38.484001,38.624001,36.046001000000004,36.556,36.556,28868000
175,2016-02-03,36.717999,36.787997999999995,34.035999,34.695999,34.695999,39657000
176,2016-02-04,34.139998999999996,35.195999,33.397999,35.066002000000005,35.066002000000005,21927000
177,2016-02-05,34.259997999999996,34.599998,31.548,32.52,32.52,47188000
178,2016-02-08,31.42,31.43,29.200001,29.598,29.598,46565000
179,2016-02-09,28.464001,31.958,28.209999,29.65,29.65,43258000
180,2016-02-10,30.1,30.993999,28.348,28.733999,28.733999,52032500
181,2016-02-11,30.4,32.652,29.4,30.094,30.094,71262000
182,2016-02-12,31.0,31.402,28.74,30.208,30.208,36179000
183,2016-02-16,31.74,32.59,30.822001,31.034,31.034,27969000
184,2016-02-17,31.799999,33.868,31.336,33.736,33.736,29126000
185,2016-02-18,34.484001,34.59,32.953998999999996,33.354,33.354,19438000
186,2016-02-19,32.731998,33.498001,32.5,33.316002000000005,33.316002000000005,14797000
187,2016-02-22,34.023998,35.782001,33.970001,35.548,35.548,25300500
188,2016-02-23,35.231998,36.346001,34.736,35.442001,35.442001,29922000
189,2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000
190,2016-02-25,35.73,37.703998999999996,35.040001000000004,37.486,37.486,28753500
191,2016-02-26,37.740002000000004,38.400002,37.0,38.068001,38.068001,30325500
192,2016-02-29,38.48,39.27,37.844002,38.386002000000005,38.386002000000005,22495000
193,2016-03-01,38.849998,39.189999,36.540001000000004,37.27,37.27,33561000
194,2016-03-02,36.745998,37.703998999999996,36.299999,37.667999,37.667999,24312000
195,2016-03-03,37.655998,39.484001,36.844002,39.147999,39.147999,24145000
196,2016-03-04,39.599998,40.806,39.5,40.208,40.208,32445500
197,2016-03-07,39.535999,41.939999,39.48,41.057999,41.057999,26647000
198,2016-03-08,40.700001,41.5,40.439999,40.52,40.52,20893500
199,2016-03-09,40.903999,41.874001,40.557999,41.743999,41.743999,16043000
200,2016-03-10,42.0,42.658001,40.133998999999996,41.035999,41.035999,25962500
201,2016-03-11,41.585999,41.883998999999996,41.066002000000005,41.5,41.5,16715500
202,2016-03-14,42.529999,43.344002,42.127998,43.029999,43.029999,20328500
203,2016-03-15,42.854,43.793999,42.299999,43.667999,43.667999,15902500
204,2016-03-16,43.599998,44.515999,43.403999,44.386002000000005,44.386002000000005,17583500
205,2016-03-17,44.293999,45.700001,44.0,45.276001,45.276001,18914500
206,2016-03-18,45.82,46.896,45.612,46.548,46.548,23559000
207,2016-03-21,47.068001,47.976002,47.0,47.664001,47.664001,26539000
208,2016-03-22,47.442001,47.798,46.512001,46.848,46.848,21580000
209,2016-03-23,46.473999,46.945999,44.405998,44.515999,44.515999,24744000
210,2016-03-24,43.155998,45.778,43.0,45.549999,45.549999,24804500
211,2016-03-28,46.321999,46.962002000000005,45.0,46.051998,46.051998,19628500
212,2016-03-29,45.978001,46.476002,45.066002000000005,46.026001,46.026001,20071500
213,2016-03-30,47.018002,47.099998,45.299999,45.377998,45.377998,20165000
214,2016-03-31,45.868,47.484001,45.001999,45.953998999999996,45.953998999999996,40064500
215,2016-04-01,48.966,49.580002,46.650002,47.518002,47.518002,79987500
216,2016-04-04,49.824001,50.424,48.728001,49.397999,49.397999,67376500
217,2016-04-05,48.099998,51.312,48.0,51.094002,51.094002,49743500
218,2016-04-06,50.793999,53.548,50.689999,53.084,53.084,58527500
219,2016-04-07,53.290001000000004,53.868,50.902,51.439999,51.439999,44281000
220,2016-04-08,52.099998,52.164001,49.604,50.014,50.014,36819500
221,2016-04-11,50.200001,51.798,49.060001,49.984001,49.984001,45808500
222,2016-04-12,49.900002,50.360001000000004,48.726002,49.563999,49.563999,28816000
223,2016-04-13,49.702,51.099998,49.466,50.905998,50.905998,24628000
224,2016-04-14,50.599998,51.368,50.209998999999996,50.372002,50.372002,20661000
225,2016-04-15,50.262001,50.919998,49.824001,50.902,50.902,18762000
226,2016-04-18,50.445999,51.661999,50.332001,50.776001,50.776001,21357000
227,2016-04-19,50.624001,50.874001,48.25,49.473999,49.473999,31787500
228,2016-04-20,49.251999,50.731998,48.299999,49.993999,49.993999,25970500
229,2016-04-21,49.798,50.18,49.382,49.658001,49.658001,13915500
230,2016-04-22,49.778,50.799999,49.141998,50.75,50.75,18931500
231,2016-04-25,50.602001,51.476002,50.152,50.363997999999995,50.363997999999995,18351500
232,2016-04-26,50.41,51.146,49.877998,50.748001,50.748001,16119000
233,2016-04-27,50.549999,51.0,49.880001,50.293999,50.293999,16029000
234,2016-04-28,49.970001,50.686001,49.487999,49.542,49.542,12595000
235,2016-04-29,49.627998,49.686001,47.562,48.152,48.152,27069000
236,2016-05-02,48.299999,48.638,46.964001,48.360001000000004,48.360001000000004,19219500
237,2016-05-03,47.472,47.782001,46.324001,46.464001,46.464001,21511000
238,2016-05-04,46.057999,46.891998,44.080002,44.512001,44.512001,43502500
239,2016-05-05,45.692001,45.728001,41.958,42.306,42.306,56274000
240,2016-05-06,42.174,43.273998,41.622002,42.986,42.986,28426000
241,2016-05-09,43.144001,43.23,41.360001000000004,41.784,41.784,23882000
242,2016-05-10,41.509997999999996,41.894001,41.0,41.737999,41.737999,20353000
243,2016-05-11,41.518002,43.096001,41.209998999999996,41.792,41.792,25809500
244,2016-05-12,42.287997999999995,42.334,40.731998,41.456001,41.456001,18252500
245,2016-05-13,41.556,42.240002000000004,41.34,41.521999,41.521999,14114000
246,2016-05-16,41.630001,42.630001,41.584,41.658001,41.658001,14747000
247,2016-05-17,41.810001,41.964001,40.804001,40.931999,40.931999,14218000
248,2016-05-18,41.830002,43.062,41.549999,42.234001,42.234001,28087500
249,2016-05-19,42.723999,43.358002,41.459998999999996,43.042,43.042,34331500
250,2016-05-20,43.397999,44.110001000000004,43.27,44.056,44.056,45035500
251,2016-05-23,43.973999,44.52,43.172001,43.243999,43.243999,25512500
252,2016-05-24,43.32,43.748001,43.035999,43.582001,43.582001,15069000
253,2016-05-25,43.582001,44.271999,43.301998,43.916,43.916,15634000
254,2016-05-26,44.099998,45.051998,43.810001,45.023998,45.023998,20362000
255,2016-05-27,44.998001,45.186001,44.150002,44.608002,44.608002,18251500
256,2016-05-31,44.608002,44.950001,44.299999,44.646,44.646,13945000
257,2016-06-01,44.296001000000004,44.48,43.377998,43.911999,43.911999,14913500
258,2016-06-02,43.917999,43.981998,43.422001,43.792,43.792,10164000
259,2016-06-03,44.0,44.388,43.602001,43.798,43.798,11145000
260,2016-06-06,43.599998,44.18,43.09,44.136002000000005,44.136002000000005,11247500
261,2016-06-07,44.448002,46.888,44.304001,46.467999,46.467999,31068000
262,2016-06-08,46.759997999999996,48.169998,46.521999,47.104,47.104,29860000
263,2016-06-09,46.995998,47.066002000000005,45.411999,45.872002,45.872002,22460500
264,2016-06-10,45.478001,45.594002,43.683997999999995,43.757999,43.757999,30133000
265,2016-06-13,43.900002,45.153999,43.532001,43.574001,43.574001,20965000
266,2016-06-14,43.776001,44.439999,42.506001,42.992001,42.992001,17901000
267,2016-06-15,43.389998999999996,44.380001,43.026001,43.540001000000004,43.540001000000004,14542500
268,2016-06-16,43.484001,43.608002,42.700001,43.585999,43.585999,12201500
269,2016-06-17,43.562,43.998001,42.900002,43.094002,43.094002,15563000
270,2016-06-20,43.900002,44.75,43.646,43.939999,43.939999,17777500
271,2016-06-21,44.136002000000005,44.514,43.762001,43.922001,43.922001,22645000
272,2016-06-22,39.894001,41.189999,39.150002,39.332001,39.332001,118712000
273,2016-06-23,39.138,39.509997999999996,38.425999,39.279999,39.279999,50653500
274,2016-06-24,38.009997999999996,39.023998,37.945999,38.630001,38.630001,35132500
275,2016-06-27,38.172001,39.762001,37.574001,39.709998999999996,39.709998999999996,36027000
276,2016-06-28,40.377998,40.810001,39.882,40.358002,40.358002,31062000
277,2016-06-29,41.026001,42.355999,40.599998,42.037997999999995,42.037997999999995,29974500
278,2016-06-30,42.594002,42.700001,41.804001,42.456001,42.456001,24215500
279,2016-07-01,41.228001,43.647999,41.200001,43.299999,43.299999,27000000
280,2016-07-05,41.945999,42.908001,41.599998,42.796001000000004,42.796001000000004,25876500
281,2016-07-06,42.0,43.046001000000004,41.799999,42.888,42.888,24599500
282,2016-07-07,42.619999,43.624001,42.602001,43.188,43.188,18060000
283,2016-07-08,43.560001,43.962002000000005,42.900002,43.355999,43.355999,20374000
284,2016-07-11,43.992001,45.355999,43.902,44.956001,44.956001,27149000
285,2016-07-12,44.82,45.5,44.644001,44.93,44.93,22856500
286,2016-07-13,45.099998,45.118,44.057999,44.506001,44.506001,17835500
287,2016-07-14,44.624001,44.987999,44.209998999999996,44.306,44.306,13379000
288,2016-07-15,44.504002,44.549999,43.928001,44.080002,44.080002,11171000
289,2016-07-18,43.928001,45.417999,43.66,45.25,45.25,17060500
290,2016-07-19,45.0,45.82,44.950001,45.051998,45.051998,15575500
291,2016-07-20,45.293999,45.959998999999996,45.0,45.672001,45.672001,12842500
292,2016-07-21,45.200001,45.57,43.82,44.099998,44.099998,22143500
293,2016-07-22,44.397999,44.900002,43.776001,44.453998999999996,44.453998999999996,12898500
294,2016-07-25,44.453998999999996,46.278,44.273998,46.001999,46.001999,22453500
295,2016-07-26,45.537997999999995,46.0,45.060001,45.902,45.902,17150000
296,2016-07-27,45.868,46.672001,45.383998999999996,45.698002,45.698002,14445000
297,2016-07-28,45.59,46.152,45.32,46.122002,46.122002,12095500
298,2016-07-29,46.139998999999996,47.056,46.048,46.958,46.958,15354000
299,2016-08-01,47.099998,47.326,45.875999,46.001999,46.001999,20081500
300,2016-08-02,45.874001,45.973999,44.279999,45.439999,45.439999,19672000
301,2016-08-03,45.473999,45.939999,44.841999,45.158001,45.158001,19439000
302,2016-08-04,45.138,46.172001,44.41,46.122002,46.122002,20735000
303,2016-08-05,46.0,46.400002,45.48,46.006001,46.006001,16026000
304,2016-08-08,45.599998,45.919998,45.217999,45.231998,45.231998,11318000
305,2016-08-09,45.363997999999995,46.307999,45.330002,45.816002000000005,45.816002000000005,11039000
306,2016-08-10,45.647999,45.973999,44.924,45.130001,45.130001,11691500
307,2016-08-11,45.234001,45.514,44.681999,44.981998,44.981998,9404500
308,2016-08-12,45.082001,45.330002,44.807999,45.122002,45.122002,9067500
309,2016-08-15,45.203998999999996,45.900002,44.986,45.118,45.118,10171500
310,2016-08-16,45.098,45.438,44.681999,44.722,44.722,11335500
311,2016-08-17,44.866001000000004,44.966,44.560001,44.647999,44.647999,8935500
312,2016-08-18,44.764,45.132,44.458,44.702,44.702,8572500
313,2016-08-19,44.708,45.034,44.506001,45.0,45.0,8297500
314,2016-08-22,44.834,45.021999,44.535999,44.585999,44.585999,10327500
315,2016-08-23,44.863997999999995,45.698002,44.560001,44.967999,44.967999,23922000
316,2016-08-24,45.41,45.43,44.444,44.523998,44.523998,12853500
317,2016-08-25,44.622002,44.759997999999996,44.153999,44.192001,44.192001,8812500
318,2016-08-26,44.428001,44.571999,43.764,43.998001,43.998001,11195000
319,2016-08-29,44.029999,44.080002,43.0,43.040001000000004,43.040001000000004,16331500
320,2016-08-30,43.222,43.222,42.104,42.268002,42.268002,15844500
321,2016-08-31,42.085999,42.52,41.73,42.402,42.402,16382500
322,2016-09-01,41.801998,42.220001,40.099998,40.153999,40.153999,39715500
323,2016-09-02,40.466,40.639998999999996,39.240002000000004,39.556,39.556,29887000
324,2016-09-06,39.804001,40.650002,39.799999,40.566002000000005,40.566002000000005,21953000
325,2016-09-07,41.099998,41.299999,40.141998,40.341999,40.341999,18204500
326,2016-09-08,39.91,39.978001,39.271999,39.472,39.472,16889500
327,2016-09-09,39.818001,39.984001,38.740002000000004,38.894001,38.894001,18785000
328,2016-09-12,39.0,40.273998,38.82,39.66,39.66,18576000
329,2016-09-13,39.411999,39.698002,38.689999,39.209998999999996,39.209998999999996,17947000
330,2016-09-14,39.150002,39.584,38.972,39.282001,39.282001,11272500
331,2016-09-15,39.298,40.504002,39.279999,40.084,40.084,15386000
332,2016-09-16,40.084,41.139998999999996,39.799999,41.080002,41.080002,15539000
333,2016-09-19,41.400002,41.886002000000005,41.0,41.268002,41.268002,11497500
334,2016-09-20,41.369999,41.549999,40.782001,40.928001,40.928001,12052500
335,2016-09-21,41.273998,41.400002,40.312,41.043999,41.043999,13167500
336,2016-09-22,41.279999,41.456001,40.599998,41.285999,41.285999,11914500
337,2016-09-23,41.198002,42.035999,41.133998999999996,41.490002000000004,41.490002000000004,14526000
338,2016-09-26,41.299999,42.200001,41.299999,41.798,41.798,11972000
339,2016-09-27,41.93,41.995998,40.922001,41.161999,41.161999,16866000
340,2016-09-28,41.501999,41.650002,41.051998,41.254002,41.254002,10442000
341,2016-09-29,41.119999,41.466,40.116001000000004,40.139998999999996,40.139998999999996,13635000
342,2016-09-30,40.442001,40.995998,39.91,40.806,40.806,12931500
343,2016-10-03,42.459998999999996,43.133998999999996,41.650002,42.740002000000004,42.740002000000004,29999500
344,2016-10-04,42.619999,42.664001,41.764,42.282001,42.282001,17707500
345,2016-10-05,42.448002,42.630001,41.624001,41.692001,41.692001,9387500
346,2016-10-06,40.492001,40.841999,40.042,40.200001,40.200001,23517000
347,2016-10-07,40.200001,40.264,39.16,39.321999,39.321999,17465000
348,2016-10-10,40.27,40.827999,39.931999,40.189999,40.189999,16581500
349,2016-10-11,40.369999,40.439999,39.661999,40.02,40.02,11642000
350,2016-10-12,40.189999,40.776001,40.084,40.301998,40.301998,9853500
351,2016-10-13,40.099998,40.18,39.41,40.048,40.048,12473000
352,2016-10-14,40.132,40.285999,39.259997999999996,39.301998,39.301998,21349500
353,2016-10-17,39.41,39.678001,38.400002,38.792,38.792,22770500
354,2016-10-18,39.198002,39.894001,38.652,39.82,39.82,28402500
355,2016-10-19,39.948002,41.332001,39.612,40.712002000000005,40.712002000000005,34956000
356,2016-10-20,40.424,40.599998,39.41,39.82,39.82,25364500
357,2016-10-21,39.720001,40.313999,39.481998,40.018002,40.018002,14717000
358,2016-10-24,40.200001,40.790001000000004,40.049999,40.551998,40.551998,13758000
359,2016-10-25,40.580002,40.938,40.240002000000004,40.467999,40.467999,12225000
360,2016-10-26,40.200001,40.638,40.02,40.448002,40.448002,28164000
361,2016-10-27,42.268002,42.740002000000004,40.330002,40.801998,40.801998,65468500
362,2016-10-28,40.799999,41.063999,39.966,39.993999,39.993999,21400500
